index_x,Country Code,Port Location,Port Name,Port Authority,Address,Phone,Fax,800 Number,Email,Web Site,Latitude,Longitude,UN/LOCODE,Port Type,Port Size,index_y,Country
163,AUS,Innisfail,Port of Innisfail,,"Innisfail
Australia",,,,,,"17° 31' 26"" S","146° 1' 58"" E",AUIFL,River Port,Very Small,,
164,AUS,Karumba,Port of Karumba,Far North Queensland Ports Corporation Limited,"Cnr Grafton and Hartley Streets
Cairns, Queensland 4870
Australia",61 7 4052 3888,61 7 4052 3853,,enquiries@portsfnq.com.au,www.cairnsports.com.au,"17° 29' 22"" S","140° 50' 0"" E",AUKRB,River Port,Small,,
165,AUS,Kingscote,Port of Kingscote,,"Kingscote
Australia",,,,,,"35° 39' 18"" S","137° 38' 35"" E",AUKGC,"Pier, Jetty or Wharf",Very Small,,
166,AUS,Klein Point,Klein Point,Flinders Ports Pty Ltd,"296 St Vincent Street
Port Adelaide, South Australia 5015
Australia",+61 8 8447 0611,+61 8 8447 0606,,flindersports@flindersports.com.au,www.flindersports.com.au,"34° 57' 39"" S","137° 46' 28"" E",AUKLP,"Pier, Jetty or Wharf",Very Small,,
167,AUS,Koolan Island,Port of Koolan Island,BHP Minerals Ltd,"Koolan Island
Yampi, WA 6733
Australia",61 8 9191 0584,61 8 9191 0584,,,,"16° 8' 48"" S","123° 44' 59"" E",AUKOI,"Pier, Jetty or Wharf",Very Small,,
168,AUS,Kwinana,Port of Kwinana,,"Kwinana
Australia",,,,,,"32° 14' 9"" S","115° 45' 30"" E",AUKWI,Seaport,Small,,
169,AUS,Lady Barron,Port of Lady Barron,Tasmanian Ports Corporation Pty Ltd,"48 Formby Road
PO Box 478
Devonport, Tasmania 7310
Australia",61 3 6421 4911,61 3 6421 4988,,secretary@tasports.com.au,www.tasports.com.au,"40° 12' 51"" S","148° 14' 34"" E",AULAB,"Pier, Jetty or Wharf",Small,,
170,AUS,Long Reach,Port of Long Reach,,"Long Reach
Australia",,,,,,"41° 9' 53"" S","146° 55' 37"" E",,"Pier, Jetty or Wharf",Small,,
171,AUS,Lucinda,Port of Lucinda,Port of Townsville Limited,"Administration Building
Benwell Road
South Townsville, Queensland 4810
Australia",,,,,www.townsville-port.com.au,"18° 31' 28"" S","146° 21' 3"" E",AULUC,"Pier, Jetty or Wharf",Very Small,,
172,AUS,Mackay,Mackay Seaport,Mackay Port Authority,"PO Box 3340
North Mackay, Queensland 4740
Australia",61 7 4955 8155,61 7 4955 2868,,info@nqbp.com.au,www.nqbp.com.au,"21° 6' 30"" S","149° 13' 40"" E",AUMKY,Harbor,Small,,
173,AUS,Maryborough,Port of Maryborough,North Queensland Bulk Ports Corporation Limited,"Level 24, 300 Queen Street
GPO Box 409
Brisbane, Queensland 4001
Australia",61 7 3224 7088,61 7 3224 7088,,info@nqbp.com.au,www.nqbp.com.au,"25° 17' 42"" S","152° 54' 34"" E",AUMBH,Harbor,Small,,
175,AUS,Milner Bay,Port of Milner Bay,Groote Eylandt Mining Co,"Rowell Highway
Alyangula, NT 0885
Australia",61 08 8987 4444,61 08 8987 4499,,info@gemco.com.au,www.gemco.com.au,"13° 51' 35"" S","136° 25' 1"" E",AUMIB,"Pier, Jetty or Wharf",Small,,
176,AUS,Mourilyan,Port of Mourilyan,Far North Queensland Ports Corporation Limited,"Cnr Grafton and Hartley Streets
Cairns, Queensland 4870
Australia",61 7 4052 3888,61 7 4052 3853,,enquiries@portsfnq.com.au,www.cairnsports.com.au,"17° 35' 57"" S","146° 7' 26"" E",AUMOU,"Pier, Jetty or Wharf",Very Small,,
178,AUS,Nhulunbuy,Port of Nhulunbuy,Alcan Gove Pty Limited,"PO Box 21
Nhulunbuy, NT 0881
Australia",08 89875207,,,info.gove@alcan.com,www.alcangove.com.au,"12° 12' 4"" S","136° 40' 38"" E",,"Pier, Jetty or Wharf",Small,,
179,AUS,Penneshaw,Port of Penneshaw,,"Penneshaw
Australia",,,,,,"35° 43' 2"" S","137° 56' 33"" E",,"Pier, Jetty or Wharf",Very Small,,
180,AUS,Perth,Port of Perth,,"Perth
Australia",,,,,,"31° 57' 55"" S","115° 51' 31"" E",,Harbor,Small,,
181,AUS,Pinkenba,Port of Pinkenba,,"Pinkenba
Australia",,,,,,"27° 25' 41"" S","153° 7' 14"" E",,Seaport,Small,,
182,AUS,Point Murat,Port of Point Murat,,"Point Murat
Australia",,,,,,"21° 49' 0"" S","114° 11' 27"" E",,"Pier, Jetty or Wharf",Very Small,,
183,AUS,Port Alma,Port of Port Alma,Gladstone Ports Corporation,"Bajool-Port Alma Rd via BAJOOL
Port Alma, Queensland 4699
Australia",61 7 4934 6931,61 7 4934 6928,,,www.gpcl.com.au,"23° 35' 5"" S","150° 51' 39"" E",AUPTL,"Pier, Jetty or Wharf",Small,,
184,AUS,Port Augusta,Port Augusta,,"Port Augusta
Australia",,,,,,"32° 29' 19"" S","137° 45' 38"" E",AUPUG,Harbor,Very Small,,
185,AUS,Port Bonython,Port of Port Bonython,Santos Ltd,"60 Flinders Street
Adelaide, South Australia 5000
Australia",61 8 8116 5000,61 8 8116 5050,,,www.santos.com,"33° 0' 1"" S","137° 45' 43"" E",AUPBY,"Pier, Jetty or Wharf",Small,,
186,AUS,Port Giles,Port Giles,Flinders Ports Pty Ltd,"296 St Vincent Street
Port Adelaide, South Australia 5015
Australia",+61 8 8447 0611,+61 8 8447 0606,,flindersports@flindersports.com.au,www.flindersports.com.au,"35° 1' 20"" S","137° 45' 50"" E",AUPGI,"Pier, Jetty or Wharf",Very Small,,
187,AUS,Port Hedland,Port of Hedland,Port Hedland Port Authority,"PO Box 2
Port Hedland, WA 6721
Australia",61 8 9173 0000,61 8 9173 0060,,phpa@phpa.com.au,www.phpa.com.au,"20° 19' 3"" S","118° 34' 37"" E",AUPHE,Seaport,Small,,
188,AUS,Port Huon,Port Huon,,"Port Huon
Australia",,,,,,"43° 9' 36"" S","146° 58' 5"" E",AUPHU,Harbor,Very Small,,
190,AUS,Port Latta,Port Latta,,"Port Latta
Australia",,,,,,"40° 50' 37"" S","145° 23' 10"" E",AUPLA,"Pier, Jetty or Wharf",Very Small,,
191,AUS,Port Lincoln,Port Lincoln,Flinders Ports Pty Ltd,"296 St Vincent Street
Port Adelaide, South Australia 5015
Australia",+61 8 8447 0611,+61 8 8447 0606,,flindersports@flindersports.com.au,www.flindersports.com.au,"34° 43' 6"" S","135° 52' 16"" E",AUPLO,"Pier, Jetty or Wharf",Very Small,,
192,AUS,Port Pirie,Port Pirie,Flinders Ports Pty Ltd,"296 St Vincent Street
Port Adelaide, South Australia 5015
Australia",+61 8 8447 0611,+61 8 8447 0606,,flindersports@flindersports.com.au,www.flindersports.com.au,"33° 10' 37"" S","138° 0' 41"" E",AUPPI,Seaport,Small,,
193,AUS,Port Stanvac,Port Stanvac,,"Port Stanvac
Australia",,,,,,"35° 6' 32"" S","138° 28' 8"" E",AUPST,"Pier, Jetty or Wharf",Very Small,,
194,AUS,Port Walcott,Port of Port Walcott,Port Authority of Port Walcott,"Port Walcott Pilots
Wickham, WA 6720
Australia",61 8 9187 1329,61 8 9187 1601,,pilots@kisser.net.au,,"20° 35' 28"" S","117° 10' 55"" E",AUPWL,"Pier, Jetty or Wharf",Small,,
195,AUS,Portland,Port of Portland,Port of Portland Pty Ltd.,"Barton Place
P.O. Box 292
Portland, Victoria 3305
Australia",61 3 5525 0900,61 3 5521 7488,,info@portofportland.com.au,www.portofportland.com.au,"38° 20' 57"" S","141° 36' 53"" E",AUPTJ,Harbor,Small,,
196,AUS,Quintell Beach,Port of Quintell Beach,Far North Queensland Ports Corporation Limited,"Cnr Grafton and Hartley Streets
Cairns, Queensland 4870
Australia",61 7 4052 3888,61 7 4052 3853,,enquiries@portsfnq.com.au,www.cairnsports.com.au,"12° 47' 41"" S","143° 21' 36"" E",,"Pier, Jetty or Wharf",Very Small,,
197,AUS,Rapid Bay,Port of Rapid Bay,Adelaide Brighton Cement,"62 Elder Road
Birkenhead, SA 5015
Australia",61 8 8300 0300,61 8 8300 0430,,adelaidebrighton@adbri.com.au,www.adbri.com.au,"35° 31' 9"" S","138° 11' 5"" E",AURAB,"Pier, Jetty or Wharf",Small,,
198,AUS,Risdon,Port of Risdon,,"Risdon
Australia",,,,,,"42° 49' 42"" S","147° 18' 45"" E",AURDN,Seaport,Small,,
199,AUS,Rockhampton,Port of Rockhampton,Gladstone Ports Corporation,"First Floor 16 East Street
Rockhampton, Queensland 4700
Australia",61 7 4927 2133,61 7 4922 6096,,,www.gpcl.com.au,"23° 51' 4"" S","151° 17' 5"" E",AUROK,Seaport,Small,,
200,AUS,Skardon River,Port of Skardon River,Far North Queensland Ports Corporation Limited,"Cnr Grafton and Hartley Streets
Cairns, Queensland 4870
Australia",61 7 4052 3888,61 7 4052 3853,,enquiries@portsfnq.com.au,www.cairnsports.com.au,"11° 45' 28"" S","142° 4' 18"" E",AUSKA,River Port,Very Small,,
201,AUS,Smithton,Port of Smithton,Tasmanian Ports Corporation Pty Ltd,"48 Formby Road
PO Box 478
Devonport, Tasmania 7310
Australia",61 3 6421 4911,61 3 6421 4988,,secretary@tasports.com.au,www.tasports.com.au,"40° 50' 15"" S","145° 7' 18"" E",AUSIO,River Port,Very Small,,
202,AUS,Southport,Hythe,,"Southport
Australia",,,,,,"43° 25' 58"" S","146° 58' 31"" E",,"Pier, Jetty or Wharf",Very Small,,
203,AUS,Stanley,Port of Stanley,Tasmanian Ports Corporation Pty Ltd,"48 Formby Road
PO Box 478
Devonport, Tasmania 7310
Australia",1 300 366 742,03 6421 4988,,secretary@tasports.com.au,www.tasports.com.au,"40° 45' 49"" S","145° 18' 0"" E",AUSTA,"Pier, Jetty or Wharf",Very Small,,
204,AUS,Strahan,Port of Strahan,Tasmanian Ports Corporation Pty Ltd,"48 Formby Road
PO Box 478
Devonport, Tasmania 7310
Australia",61 3 6421 4911,61 3 6421 4988,,secretary@tasports.com.au,www.tasports.com.au,"42° 9' 16"" S","145° 19' 12"" E",AUSRN,Harbor,Small,,
206,AUS,Thevenard,Port of Thevenard,Flinders Ports Pty Ltd,"296 St Vincent Street
Port Adelaide, South Australia 5015
Australia",+61 8 8447 0611,+61 8 8447 0606,,flindersports@flindersports.com.au,www.flindersports.com.au,"32° 8' 56"" S","133° 38' 32"" E",AUTHE,"Pier, Jetty or Wharf",Very Small,,
207,AUS,Thursday Island,Port of Thursday Island,Far North Queensland Ports Corporation Limited,"Cnr Grafton and Hartley Streets
Cairns, Queensland 4870
Australia",61 7 4052 3888,61 7 4052 3853,,enquiries@portsfnq.com.au,www.cairnsports.com.au,"10° 35' 8"" S","142° 13' 13"" E",AUTIS,"Pier, Jetty or Wharf",Small,,
208,AUS,Townsville,Port of Townsville,Townsville Port Authority,"PO Box 1031
Townsville, Queensland 4810
Australia",61 7 4781 1500,617 4781 1525,,info@townsville-port.com.au,www.townsville-port.com.au,"19° 15' 3"" S","146° 49' 46"" E",AUTSV,Harbor,Small,,
209,AUS,Triabunna,Port of Spring Bay,Tasmanian Ports Corporation Pty Ltd,"48 Formby Road
PO Box 478
Devonport, Tasmania 7310
Australia",61 3 6421 4911,61 3 6421 4988,,secretary@tasports.com.au,www.tasports.com.au,"42° 32' 49"" S","147° 55' 51"" E",AUSPB,"Pier, Jetty or Wharf",Small,,
210,AUS,Triabunna,Triabunna Harbor,,"Triabunna
Australia",,,,,,"42° 30' 40"" S","147° 54' 56"" E",,Harbor,Very Small,,
211,AUS,Urangan,Urangan Harbor,,"Urangan
Australia",,,,,,"25° 17' 42"" S","152° 54' 33"" E",AUURN,Harbor,Small,,
212,AUS,Useless Loop,Useless Loop,,"Useless Loop
Australia",,,,,,"26° 6' 55"" S","113° 24' 47"" E",AUUSL,"Pier, Jetty or Wharf",Very Small,,
213,AUS,Wallaroo,Port of Wallaroo,Flinders Ports Pty Ltd,"296 St Vincent Street
Port AdelaideSouth Australia 5015
Australia",+61 8 8447 0611,+61 8 8447 0606,,flindersports@flindersports.com.au,www.flindersports.com.au,"33° 55' 28"" S","137° 37' 35"" E",AUWAL,"Pier, Jetty or Wharf",Small,,
214,AUS,Weipa,Port of Weipa,North Queensland Bulk Ports Corporation Limited,"Level 24, 300 Queen Street
GPO Box 409
Brisbane, Queensland 4001
Australia",61 7 3224 7088,61 7 3224 71234,,info@nqbp.com.au,www.nqbp.com.au,"12° 40' 12"" S","141° 52' 0"" E",AUWEI,"Pier, Jetty or Wharf",Small,,
215,AUS,Whitemark,Port of Whitemark,Tasmanian Ports Corporation Pty Ltd,"48 Formby Road
PO Box 478
Devonport, Tasmania 7310
Australia",61 3 6421 4911,61 3 6421 4988,,secretary@tasports.com.au,www.tasports.com.au,"40° 7' 18"" S","148° 0' 50"" E",,"Pier, Jetty or Wharf",Small,,
216,AUS,Whyalla,Port of Whyalla,OneSteel Whyalla Steelworks,"Locked Bag 8825
South Coast Mail Centre
Whyalla, NSW Australia
Australia",800 1 78335,800 101 141,,onesteeldirect@onesteel.com,www.onesteel.com,"33° 2' 18"" S","137° 35' 42"" E",AUWYA,Seaport,Small,,
217,AUS,Wollongong,Wollongong Harbor,,"Wollongong
Australia",,,,,www.wollongong.nsw.gov.au,"34° 25' 13"" S","150° 54' 20"" E",,Harbor,Small,,
218,AUS,Wyndham,Port of Wyndham,ORDC - Wyndham Port,"PO Box 186
Wyndham, WA 6740
Australia",61 8 9161 1203,61 8 9161 1244,,hmordport@westnet.com.au,,"15° 27' 5"" S","128° 6' 5"" E",,"Pier, Jetty or Wharf",Small,,
219,AUS,Yamba,Port of Yamba,NSW Maritime Authority,"Pilot Station
Pilot Street
Yamba, NSW 2464
Australia",61 2 6646 2002,61 2 6646 1596,,pilot@yamba.nsw.gov.au,www.yamba.nsw.gov.au,"29° 25' 48"" S","153° 21' 12"" E",AUYBA,Harbor,Small,,
225,BHS,Clifton Point,Port of Clifton Point,,Bahamas,,,,,www.bahamas.gov.bs,"25° 1' 27"" N","77° 32' 45"" W",BSCLP,Harbor,Small,,
227,BHS,Inagua Islands,Port of Matthew Town,Nassau Port Authority,"Inagua Islands
Bahamas",242 322 8832,242 322 5545,,portaja@batelnet.bs,,"20° 57' 27"" N","73° 40' 44"" W",BSIGA,Harbor,Very Small,,
228,BHS,Man of War Bay,Port of Man of War Bay,,"Man of War Bay
Inagua Islands
Bahamas",,,,,,"21° 3' 0"" N","73° 39' 3"" W",,"Pier, Jetty or Wharf",Very Small,,
229,BHS,Marsh Harbor,Marsh Harbor,,"Marsh Harbor
Bahamas",,,,,,"26° 32' 49"" N","77° 3' 21"" W",,Harbor,Small,,
230,BHS,Nassau,Port of Nassau,Nassau Port Authority,"PO Box N-8175
Nassau
Bahamas",242-322-8832,242-322-5545,,portaja@batelnet.bs,,"25° 4' 36"" N","77° 19' 26"" W",BSNAS,Seaport,Small,,
231,BHS,Ocean Cay,Port of Ocean Cay,,"Ocean Cay
Bahamas",,,,,,"25° 25' 5"" N","79° 12' 14"" W",BSOCE,"Pier, Jetty or Wharf",Very Small,,
232,BHS,South Riding Point,Port of South Riding Point,South Riding Point Holding Ltd,"PO Box F-42530
Freeport, Grand Bahama
Bahamas",242 353 4471,242 353 4573,,srphl@netscape.net,,"26° 37' 8"" N","78° 13' 41"" W",BSSRP,Harbor,Very Small,,
234,BHR,Sitra,Port of Sitra,Sitra Port Authority,Bahrain,973 1775 7744,973 1775 7747,,,www.bahrainports.gov.bh,"26° 9' 31"" N","50° 39' 50"" E",BHSIT,"Pier, Jetty or Wharf",Small,,
235,BGD,Chalna,Port of Chalna,Mongla Port Authority (MPA),"Mongla, Bagerhat
Bangladesh",04662-75200,04662-75224,,mpa@bttb.net.bd,www.monglaport.com.bd,"22° 36' 6"" N","89° 31' 28"" E",BDCHL,River Port,Small,,
237,BGD,Khulna,Port of Khulna,Mongla Port Authority (MPA),"Mongla, Bagerhat
Bangladesh",04662-75200,04662-75224,,mpa@bttb.net.bd,www.monglaport.com.bd,"22° 47' 30"" N","89° 35' 3"" E",BDKHL,River Port,Small,,
238,BGD,Mongla,Port of Mongla,Mongla Port Authority (MPA),"Mongla, Bagerhat
Bangladesh",04662-75200,04662-75224,,mpa@bttb.net.bd,www.monglaport.com.bd,"22° 30' 14"" N","89° 35' 5"" E",BDMGL,River Port,Small,,
239,BRB,Bridgetown,Port of Bridgetown,Barbados Port Authority,"University Row
Princess Alice Highway
Bridgetown, West Indies
Barbados",(246) 430-4700,(246) 429-5348,,administrator@barbadosport.com,www.barbadosport.com,"13° 6' 25"" N","59° 37' 42"" W",BBBGI,Harbor,Small,,
240,BLR,Mazyr,Port of Mazyr,,"Mazyr
Belarus",,,,,,"52° 4' 35"" N","29° 14' 19"" E",,River Port,Small,,
245,BEL,Namur,Port of Namur,,"Namur
Belgium",,,,,,"50° 27' 7"" N","4° 52' 29"" E",,River Port,Small,,
249,BLZ,Belize City,Port of Belize,Belize Ports Authority,"Caesar Ridge Road
Belize City
Belize",501 227 2480,501 227 2500,,portbz@btl.net,,"17° 28' 47"" N","88° 12' 11"" W",BZBZE,Harbor,Small,,
251,BMU,Freeport,Port of Freeport,Department of Marine and Port Services,"Freeport, Grand Bahama Island
Bermuda",441 295 6575,441 295 5523,,,,"32° 19' 27"" N","64° 50' 6"" W",BMFPT,Harbor,Small,,
253,BMU,St. George's,St. George's,Department of Marine and Port Services,"PO Box HM 180
Hamilton
Bermuda",441 295 6575,441 295 3718,,,,"32° 22' 46"" N","64° 40' 36"" W",BMSGE,Harbor,Small,,
254,BOL,Puerto Quijarro,Puerto Aguirre,"Central Aguirre Portuaria, S.A.","Puerto Quijarro
Bolivia",591-3 9782222,591-3 9782106,,,www.puertoaguirre.com,"18° 59' 11"" S","57° 42' 25"" W",BOQJR,River Port,Small,,
264,BRA,Altamira,Port of Altamira,,"Altamira
Brazil",,,,,,"3° 12' 45"" S","52° 12' 36"" W",,River Port,Very Small,,
265,BRA,Alumar,Port of Alumar,Terminal De Alumar,"CP 135
Km 18 Pedrinhas
Sao Luis
Brazil",55 98 218 1392,55 98 218 1461,,,,"2° 40' 44"" S","44° 21' 39"" W",BRALU,"Pier, Jetty or Wharf",Small,,
266,BRA,Angra dos Reis,Port of Angra dos Reis,Companhia Docas do Rio de Janeiro (CDRJ),"Avenida dos Reis Magos, s/n
Angra dos Reis, RJ 23900-000
Brazil",55 24 2365 0273,55 24 2365 0273,,,www.portosrio.gov.br,"23° 0' 41"" S","44° 18' 26"" W",BRADR,Harbor,Small,,
267,BRA,Anori,Port of Anori,,"Anori, Amazonas 
Brazil",,,,,,"3° 44' 56"" S","61° 39' 28"" W",,River Port,Very Small,,
268,BRA,Antonina,Port of Antonina,Administracao dos Portos de Paranagua e Antonina,"Rua Antonio Pereira, 161
Paranagua, PA
Brazil",41 3420-1100,,,,www.portosdoparana.com.br,"25° 25' 57"" S","48° 42' 30"" W",BRANT,"Pier, Jetty or Wharf",Small,,
269,BRA,Aracaju,Port of Aracaju,Administracao do Porto de Aracaju,"Tr Baltazar Goes 86
Edif Cidade de Sergipe 8 Andar
Aracaju, SE 49009-900
Brazil",55 79 224 6148,55 79 224 7591,,,www.ibritto.com.br,"10° 55' 31"" S","37° 2' 35"" W",BRAJU,"Pier, Jetty or Wharf",Small,,
272,BRA,Cabedelo,Port of Cabedelo,Companhia Docas da Paraiba,"Rua Presidente Joao Pessoa, s/n - Centro
Cabedelo, PB 58310-000
Brazil",83 228-2805,,,porto-pb@zaitex.com.br,portal.paraiba.pb.gov.br,"6° 58' 23"" S","34° 50' 21"" W",BRCDO,River Port,Small,,
273,BRA,Candeias,Dow Quimica Terminal,Dow Quimica SA,"Rodovia Matoim
Rodovia Matoim
Candeias, BA 43800-000
Brazil",55 71 801 1011,55 71 649 5042,,,www.dow.com/facilities/lamerica/candeias.htm,"12° 47' 21"" S","38° 28' 30"" W",,"Pier, Jetty or Wharf",Small,,
274,BRA,Carmopolis,Port of Carmopolis,Petrobras,"Carmopolis
Brazil",,,,,www.petrobras.com.br,"11° 3' 0"" S","37° 1' 0"" W",,Off-Shore Terminal,Very Small,,
275,BRA,Coari,Port of Coari,,"Coari, Amazonas 
Brazil",,,,,,"4° 5' 0"" S","63° 8' 24"" W",,River Port,Very Small,,
276,BRA,Codajas,Port of Codajas,,"Codajas, Amazonas 
Brazil",,,,,,"3° 50' 39"" S","62° 3' 37"" W",,River Port,Very Small,,
277,BRA,Corumba,Port of Corumba,Hidrovias Do Paraguai,"Corumba
Brazil",55 67 2312913,55 67 231 2661,,,www.ahipar.gov.br,"18° 59' 42"" S","57° 39' 17"" W",BRCMG,River Port,Small,,
278,BRA,Forno,Port of Forno,Administracao do Porto de Forno,"Rua Santa Cruz, 100
Arraial do Cabo, RJ 28930-000
Brazil",24 622-1185,24 622-1185,,portodoforno@mar.com.br,,"22° 58' 18"" S","42° 0' 58"" W",BRFNO,"Pier, Jetty or Wharf",Small,,
279,BRA,Fortaleza,Port of Fortaleza,Companhia Docas do Ceara - CDC,"Marfisa Maria de Aguiar Ferreira Ximenes
Praca Amigos da Marinha S/n – Mucuripe
Fortaleza, CE 60182 640
Brazil",085 266-5300,085 266-5211,,docasdoceara@docasdoceara.com.br,www.docasdoceara.com.br,"3° 43' 3"" S","38° 31' 27"" W",BRFOR,Harbor,Small,,
280,BRA,Gebig,Port of Gebig,Terminal Petroleiro Gebig,"Pier de Gebig
Rodovia Rio Santos Km 81, Jacuacanga
Angra dos Reis, RJ
Brazil",55 24 2361 2255,55 24 2361 2255,,,,"23° 3' 25"" S","44° 14' 10"" W",BRGEB,"Pier, Jetty or Wharf",Small,,
281,BRA,Guaiba,Guaiba Island Terminal,Mineracoes Brasileiras Reunidas SA (MBR),"Terminal de Ilha Guaiba
Ilha de Guaiba
Mangaratiba, RJ
Brazil",55 21 2789 1400,55 21 2789 1274,,,,"23° 0' 27"" S","44° 2' 3"" W",BRSPB,"Pier, Jetty or Wharf",Small,,
282,BRA,Guamare,Guamare Oil Terminal,,"Guamare
Brazil",,,,,www.petrobras.com.br,"4° 56' 42"" S","36° 19' 56"" W",,Off-Shore Terminal,Very Small,,
283,BRA,Humaita,Port of Humaita,,"Humaita
Brazil",,,,,,"7° 30' 17"" S","63° 1' 5"" W",,River Port,Very Small,,
284,BRA,Ilheus,Port of Ilheus,Companhia das Docas do Estado da Bahia (CODEBA),"Rua Rotary, s/n
Cidade Nova
Ilheus, Bahia CEP 45.650-000
Brazil",73 231-1200,73 231-3318,,portoilheus@codeba.com.br,www.codeba.com.br,"14° 47' 34"" S","39° 1' 40"" W",BRIOS,Harbor,Small,,
285,BRA,Imbituba,Port of Imbituba,Companhia Docas de Imbituba,"Av. Presidente Vargas, 100
Imbituba, Santa Catarina
Brazil",48 3255-0080,48 255 0701,,,www.cdiport.com.br,"28° 13' 50"" S","48° 39' 10"" W",BRIBB,Harbor,Small,,
288,BRA,Itaguai,Sepetiba Terminal,Companhia Docas do Rio de Janeiro (CDRJ),"Estrada da Ilha da Madeira, km 2,5
Itaguai, RJ CEP 23824-410
Brazil",55 21 2688 1424,55 21 2688 1287,,,www.portosrio.gov.br,"23° 0' 37"" S","44° 2' 0"" W",BRSPB,Seaport,Very Small,,
289,BRA,Itaituba,Port of Itaituba,Companhia Docas do Para - Autoridade Portuaria,"Endereco 2a. Rua, S/N, Bairro:Miritituba
Itaituba, Para CEP: 68181-000
Brazil",93 3541-1299,93 3541-1300/,,,www.cdp.com.br,"4° 16' 32"" S","55° 58' 55"" W",BRITB,River Port,Small,,
292,BRA,Laguna,Port of Laguna,,"Av. Getulio Vargas, NR 728
Bairro Magalhaes
Laguna, SC 88790
Brazil",48 644 0183,48 644 0536,,,,"28° 29' 53"" S","48° 46' 28"" W",,"Pier, Jetty or Wharf",Very Small,,
293,BRA,Landaria,Port of Landaria,,"Landaria
Brazil",,,,,,"19° 0' 0"" S","57° 36' 15"" W",,River Port,Small,,
294,BRA,Macapa,Port of Macapa,Macapa (Santana) Port Authority,"Companhia Docos do Para (CDP)
Rua Senador Felinto, Rua Senador Felinto
Santana, AP
Brazil",55 96 281 1092,,,,,"0° 1' 56"" N","51° 2' 53"" W",,River Port,Small,,
295,BRA,Maceio,Port of Maceio,Administracao do Porto de Maceio,"Rua Fa e Albuquerque
Bairro Jaragua
Maceio, AL 57025-180
Brazil",55 82 231 1999,55 82 231 2975,,domiciojose@portodemaceio.com.br,www.portodemaceio.com.br,"9° 40' 44"" S","35° 43' 32"" W",BRMCZ,Seaport,Small,,
296,BRA,Madre de Deus,Port of Madre de Deus,,"Madre de Deus
Brazil",,,,,,"12° 45' 5"" S","38° 37' 24"" W",,Seaport,Small,,
298,BRA,Manicore,Port of Manicore,,"Manicore
Brazil",,,,,,"5° 48' 43"" S","61° 17' 54"" W",,River Port,Very Small,,
299,BRA,Maraba,Port of Maraba,Companhia Docas do Para - Autoridade Portuaria,"Rua Marechal Deodoro s/n.
Maraba, Para
Brazil",,,,,www.cdp.com.br,"5° 20' 34"" S","49° 6' 34"" W",BRMAB,River Port,Small,,
300,BRA,Miramar,Miramar Oil Terminal,,"Miramar
Brazil",,,,,,"1° 24' 10"" S","48° 29' 36"" W",,Seaport,Small,,
301,BRA,Miramar,Port of Miramar,Companhia Docas do Para - Autoridade Portuaria,"Endereco Rod. Arthur Bernardes, s/n
Terminal Petroquimico de Miramar Val-de-Caes
Miramar, Para CEP: 66.115-000
Brazil",91 257-0808,91 257-1563,,jonas@cdp.com.br,www.cdp.com.br,"1° 24' 14"" S","48° 29' 31"" W",,"Pier, Jetty or Wharf",Small,,
302,BRA,Mucuripe,Port of Mucuripe,Companhia Docas do Ceara - CDC,"Marfisa Maria de Aguiar Ferreira Ximenes
Praca Amigos da Marinha S/n – Mucuripe
Fortaleza, CE 60182 640
Brazil",085 266-5300,085 266-5211,,docasdoceara@docasdoceara.com.br,www.docasdoceara.com.br,"3° 42' 27"" S","38° 28' 37"" W",BRFOR,Seaport,Small,,
303,BRA,Munguba,Port of Munguba,Administracao do Porto de Munguba,"Vila Munguba s/n
Monte Dourado
Almeirim, PA 68240-000
Brazil",55 91 736 6132,55 91 736 1140,,,,"0° 55' 24"" S","52° 25' 35"" W",BRMGU,River Port,Small,,
304,BRA,Natal,Port of Natal,Companhia Docas do Rio Grande do Norte - CODERN,"Av. Eng Hildebrando de Gois, 220 - Ribeira
Natal, RN
Brazil",84 4005 5311,,,administrativo@codern.com.br,www.codern.com.br,"5° 46' 0"" S","35° 12' 0"" W",BRNAT,Harbor,Small,,
